code_commune,nom_commune,epci_nom,population,taux_chomage,total_etablissements,nb_actifs,nb_fermes,taux_mortalite,densite_commerciale,solde_net,score_mortalite,score_solde,score_densite,score_chomage,score_fragilite,quartile,cluster,profil,categorie_priorite
59408,MONCHEAUX,CC Pévèle-Carembault,1663.0,5.13,32,12,20,62.5,7.215874924834636,-8,15.62,0.16,23.34,3.34,42.47,Q2-Stable,3.0,Désertifié,Priorité B
59409,MONCHECOURT,CA Coeur d'Ostrevent,2516.0,16.5,52,20,32,61.53846153846154,7.94912559618442,-12,15.38,0.19,23.17,10.75,49.49,Q4-Fragile,1.0,Précaire,Priorité B
59410,MONS-EN-BARŒUL,Métropole Européenne de Lille,21105.0,16.53,712,278,434,60.95505617977528,13.172234067756456,-156,15.24,1.09,21.96,10.77,49.06,Q4-Fragile,1.0,Précaire,Non prioritaire
59411,MONS-EN-PEVELE,CC Pévèle-Carembault,2075.0,7.66,64,28,36,56.25,13.493975903614457,-8,14.06,0.16,21.89,4.99,41.1,Q2-Stable,0.0,Dynamique,Non prioritaire
59412,MONTAY,CA du Caudrésis et du Catésis,276.0,17.1,10,6,4,40.0,21.73913043478261,2,10.0,0.1,19.99,11.14,41.23,Q2-Stable,0.0,Dynamique,Non prioritaire
59413,MONTIGNY-EN-CAMBRESIS,CA du Caudrésis et du Catésis,552.0,13.89,14,9,5,35.714285714285715,16.304347826086953,4,8.93,0.09,21.24,9.05,39.31,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59414,MONTIGNY-EN-OSTREVENT,CA Coeur d'Ostrevent,4495.0,14.73,130,55,75,57.692307692307686,12.235817575083423,-20,14.42,0.24,22.18,9.6,46.44,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59415,MONTRECOURT,CC du Pays Solesmois,228.0,9.26,3,1,2,66.66666666666666,4.385964912280701,-1,16.67,0.12,23.99,6.03,46.81,Q3-Fragilisé,3.0,Désertifié,Priorité B
59416,MORBECQUE,CA Coeur de Flandre,2573.0,11.23,56,22,34,60.71428571428571,8.550330353672756,-12,15.18,0.19,23.03,7.32,45.71,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59418,MORTAGNE-DU-NORD,CA de la Porte du Hainaut,1599.0,18.16,48,18,30,62.5,11.25703564727955,-12,15.62,0.19,22.4,11.83,50.05,Q4-Fragile,1.0,Précaire,Priorité B
59419,MOUCHIN,CC Pévèle-Carembault,1491.0,4.82,31,7,24,77.41935483870968,4.694835680751173,-17,19.35,0.22,23.92,3.14,46.63,Q3-Fragilisé,3.0,Désertifié,Priorité B
59420,MOUSTIER-EN-FAGNE,CC du Sud Avesnois,61.0,13.04,1,1,0,0.0,16.39344262295082,1,0.0,0.11,21.22,8.5,29.82,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59421,MOUVAUX,Métropole Européenne de Lille,13369.0,9.81,433,166,267,61.662817551963045,12.41678509985788,-101,15.42,0.74,22.14,6.39,44.69,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59422,NAVES,CA de Cambrai,620.0,10.15,19,9,10,52.63157894736842,14.516129032258064,-1,13.16,0.12,21.65,6.61,41.54,Q2-Stable,0.0,Dynamique,Non prioritaire
59423,NEUF-BERQUIN,CA Coeur de Flandre,1417.0,10.29,27,15,12,44.44444444444444,10.585744530698658,3,11.11,0.09,22.56,6.7,40.47,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59424,NEUF-MESNIL,CA Maubeuge Val de Sambre,1286.0,22.69,45,20,25,55.55555555555556,15.552099533437014,-5,13.89,0.14,21.41,14.78,50.23,Q4-Fragile,1.0,Précaire,Priorité B
59425,NEUVILLE-EN-AVESNOIS,CC du Pays de Mormal,298.0,8.68,9,5,4,44.44444444444444,16.778523489932887,1,11.11,0.11,21.13,5.66,38.0,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59426,NEUVILLE-EN-FERRAIN,Métropole Européenne de Lille,10002.0,8.15,369,187,182,49.32249322493225,18.696260747850427,5,12.33,0.08,20.69,5.31,38.41,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59427,LA NEUVILLE,CC Pévèle-Carembault,593.0,6.8,14,5,9,64.28571428571429,8.431703204047217,-4,16.07,0.14,23.06,4.43,43.7,Q2-Stable,3.0,Désertifié,Non prioritaire
59428,NEUVILLE-SAINT-REMY,CA de Cambrai,4012.0,19.68,97,36,61,62.88659793814433,8.973080757726821,-25,15.72,0.27,22.93,12.82,51.74,Q4-Fragile,1.0,Précaire,Priorité B
59429,NEUVILLE-SUR-ESCAUT,CA de la Porte du Hainaut,2901.0,16.33,46,18,28,60.86956521739131,6.204756980351603,-10,15.22,0.17,23.57,10.64,49.6,Q4-Fragile,3.0,Désertifié,Priorité B
59430,NEUVILLY,CA du Caudrésis et du Catésis,1103.0,14.39,25,13,12,48.0,11.786038077969176,1,12.0,0.11,22.28,9.38,43.76,Q2-Stable,0.0,Dynamique,Non prioritaire
59431,NIEPPE,CA Coeur de Flandre,7764.0,9.26,276,122,154,55.79710144927537,15.713549716640909,-32,13.95,0.31,21.38,6.03,41.67,Q2-Stable,0.0,Dynamique,Non prioritaire
59432,NIERGNIES,CA de Cambrai,509.0,5.27,13,7,6,46.15384615384615,13.7524557956778,1,11.54,0.11,21.83,3.43,36.91,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59433,NIEURLET,CC des Hauts de Flandre,908.0,9.02,19,9,10,52.63157894736842,9.911894273127754,-1,13.16,0.12,22.71,5.88,41.87,Q2-Stable,0.0,Dynamique,Non prioritaire
59434,NIVELLE,CA de la Porte du Hainaut,1406.0,8.95,28,14,14,50.0,9.957325746799432,0,12.5,0.11,22.7,5.83,41.15,Q2-Stable,0.0,Dynamique,Non prioritaire
59435,NOMAIN,CC Pévèle-Carembault,2651.0,7.82,48,15,33,68.75,5.658242172764995,-18,17.19,0.22,23.7,5.1,46.2,Q3-Fragilisé,3.0,Désertifié,Priorité B
59436,NOORDPEENE,CA Coeur de Flandre,825.0,6.15,19,7,12,63.1578947368421,8.484848484848484,-5,15.79,0.14,23.04,4.01,42.98,Q2-Stable,3.0,Désertifié,Non prioritaire
59437,NOYELLES-LES-SECLIN,Métropole Européenne de Lille,838.0,5.8,18,5,13,72.22222222222221,5.966587112171838,-8,18.06,0.16,23.62,3.78,45.62,Q3-Fragilisé,3.0,Désertifié,Priorité B
59438,NOYELLES-SUR-ESCAUT,CA de Cambrai,816.0,8.28,19,7,12,63.1578947368421,8.57843137254902,-5,15.79,0.14,23.02,5.39,44.35,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59439,NOYELLES-SUR-SAMBRE,CA Maubeuge Val de Sambre,283.0,12.07,3,0,3,100.0,0.0,-3,25.0,0.13,25.0,7.86,58.0,Q4-Fragile,3.0,Désertifié,Priorité A
59440,NOYELLES-SUR-SELLE,CA de la Porte du Hainaut,657.0,10.72,15,5,10,66.66666666666666,7.610350076103501,-5,16.67,0.14,23.25,6.98,47.04,Q3-Fragilisé,3.0,Désertifié,Priorité B
59441,OBIES,CC du Pays de Mormal,660.0,8.7,7,3,4,57.14285714285714,4.545454545454545,-1,14.29,0.12,23.95,5.67,44.02,Q2-Stable,3.0,Désertifié,Priorité B
59442,OBRECHIES,CA Maubeuge Val de Sambre,283.0,5.85,6,3,3,50.0,10.60070671378092,0,12.5,0.11,22.56,3.81,38.98,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59443,OCHTEZEELE,CA Coeur de Flandre,351.0,3.5,5,3,2,40.0,8.547008547008547,1,10.0,0.11,23.03,2.28,35.42,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59444,ODOMEZ,CA Valenciennes Métropole,945.0,13.83,20,11,9,45.0,11.64021164021164,2,11.25,0.1,22.32,9.01,42.68,Q2-Stable,0.0,Dynamique,Non prioritaire
59445,OHAIN,CC du Sud Avesnois,1171.0,15.19,41,18,23,56.09756097560976,15.371477369769428,-5,14.02,0.14,21.46,9.9,45.52,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59446,OISY,CA de la Porte du Hainaut,699.0,6.96,13,8,5,38.46153846153847,11.444921316165953,3,9.62,0.09,22.36,4.53,36.6,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59447,ONNAING,CA Valenciennes Métropole,8479.0,21.22,228,98,130,57.01754385964912,11.55796674136101,-32,14.25,0.31,22.33,13.83,50.73,Q4-Fragile,1.0,Précaire,Priorité B
59448,OOST-CAPPEL,CC des Hauts de Flandre,463.0,13.48,8,3,5,62.5,6.479481641468682,-2,15.62,0.12,23.51,8.78,48.04,Q4-Fragile,3.0,Désertifié,Priorité B
59449,ORCHIES,CC Pévèle-Carembault,8396.0,12.99,389,162,227,58.354755784061695,19.294902334444973,-65,14.59,0.52,20.55,8.46,44.12,Q2-Stable,0.0,Dynamique,Non prioritaire
59450,ORS,CA du Caudrésis et du Catésis,644.0,15.8,24,9,15,62.5,13.975155279503106,-6,15.62,0.15,21.78,10.29,47.85,Q4-Fragile,1.0,Précaire,Non prioritaire
59451,ORSINVAL,CC du Pays de Mormal,564.0,5.4,19,9,10,52.63157894736842,15.95744680851064,-1,13.16,0.12,21.32,3.52,38.12,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59452,OSTRICOURT,CC Pévèle-Carembault,6097.0,16.01,150,69,81,54.0,11.317041167787435,-12,13.5,0.19,22.39,10.43,46.51,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59453,OUDEZEELE,CA Coeur de Flandre,690.0,7.58,17,5,12,70.58823529411765,7.246376811594203,-7,17.65,0.16,23.33,4.94,46.07,Q3-Fragilisé,3.0,Désertifié,Priorité B
59454,OXELAERE,CA Coeur de Flandre,540.0,5.46,5,2,3,60.0,3.7037037037037033,-1,15.0,0.12,24.15,3.56,42.82,Q2-Stable,3.0,Désertifié,Priorité B
59455,PAILLENCOURT,CA de Cambrai,1030.0,10.24,29,14,15,51.72413793103448,13.592233009708735,-1,12.93,0.12,21.87,6.67,41.59,Q2-Stable,0.0,Dynamique,Non prioritaire
59456,PECQUENCOURT,CA Coeur d'Ostrevent,6092.0,24.73,168,60,108,64.28571428571429,9.848982271831913,-48,16.07,0.41,22.73,16.11,55.33,Q4-Fragile,1.0,Précaire,Priorité B
59457,PERENCHIES,Métropole Européenne de Lille,8455.0,8.39,223,79,144,64.57399103139014,9.343583678296866,-65,16.14,0.52,22.85,5.47,44.97,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59458,PERONNE-EN-MELANTOIS,Métropole Européenne de Lille,1025.0,8.95,23,11,12,52.17391304347826,10.731707317073171,-1,13.04,0.12,22.53,5.83,41.52,Q2-Stable,0.0,Dynamique,Non prioritaire
59459,PETITE-FORET,CA Valenciennes Métropole,5054.0,13.65,266,129,137,51.50375939849624,25.524337158686187,-8,12.88,0.16,19.11,8.89,41.05,Q2-Stable,0.0,Dynamique,Non prioritaire
59461,PETIT-FAYT,CC Coeur de l'Avesnois,286.0,8.98,7,1,6,85.71428571428571,3.4965034965034967,-5,21.43,0.14,24.19,5.85,51.62,Q4-Fragile,3.0,Désertifié,Priorité B
59462,PHALEMPIN,CC Pévèle-Carembault,4847.0,6.27,114,44,70,61.40350877192983,9.07778007014648,-26,15.35,0.27,22.91,4.09,42.62,Q2-Stable,3.0,Désertifié,Non prioritaire
59463,PITGAM,CC des Hauts de Flandre,1007.0,11.47,32,11,21,65.625,10.92353525322741,-10,16.41,0.17,22.48,7.47,46.54,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59464,POIX-DU-NORD,CC du Pays de Mormal,2126.0,11.04,76,38,38,50.0,17.873941674506117,0,12.5,0.11,20.88,7.19,40.68,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59465,POMMEREUIL,CA du Caudrésis et du Catésis,765.0,15.34,18,8,10,55.55555555555556,10.45751633986928,-2,13.89,0.12,22.59,9.99,46.6,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59466,PONT-A-MARCQ,CC Pévèle-Carembault,3016.0,6.6,101,39,62,61.38613861386138,12.93103448275862,-23,15.35,0.26,22.02,4.3,41.92,Q2-Stable,3.0,Désertifié,Non prioritaire
59467,PONT-SUR-SAMBRE,CA Maubeuge Val de Sambre,2371.0,13.07,66,26,40,60.60606060606061,10.965837199493883,-14,15.15,0.2,22.47,8.52,46.34,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59468,POTELLE,CC du Pays de Mormal,439.0,5.77,3,2,1,33.33333333333333,4.555808656036446,1,8.33,0.11,23.95,3.76,36.15,Q1-Dynamique,0.0,Dynamique,Priorité B
59469,PRADELLES,CA Coeur de Flandre,399.0,6.07,7,2,5,71.42857142857143,5.012531328320802,-3,17.86,0.13,23.84,3.95,45.79,Q3-Fragilisé,3.0,Désertifié,Priorité B
59470,PREMESQUES,Métropole Européenne de Lille,2031.0,4.65,67,25,42,62.68656716417911,12.309207287050713,-17,15.67,0.22,22.16,3.03,41.08,Q2-Stable,3.0,Désertifié,Non prioritaire
59471,PRESEAU,CA Valenciennes Métropole,2100.0,6.86,51,25,26,50.98039215686274,11.904761904761903,-1,12.75,0.12,22.25,4.47,39.59,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59472,PREUX-AU-BOIS,CC du Pays de Mormal,832.0,10.49,14,8,6,42.85714285714285,9.615384615384617,2,10.71,0.1,22.78,6.83,40.43,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59473,PREUX-AU-SART,CC du Pays de Mormal,300.0,7.27,1,1,0,0.0,3.333333333333333,1,0.0,0.11,24.23,4.74,29.07,Q1-Dynamique,0.0,Dynamique,Priorité B
59474,PRISCHES,CC Coeur de l'Avesnois,1000.0,12.88,33,22,11,33.33333333333333,22.0,11,8.33,0.04,19.93,8.39,36.7,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59475,PROUVY,CA Valenciennes Métropole,2178.0,17.9,96,38,58,60.41666666666666,17.447199265381084,-20,15.1,0.24,20.98,11.66,47.98,Q4-Fragile,1.0,Précaire,Non prioritaire
59476,PROVILLE,CA de Cambrai,3206.0,10.89,168,77,91,54.16666666666666,24.017467248908297,-14,13.54,0.2,19.46,7.1,40.3,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59477,PROVIN,Métropole Européenne de Lille,4428.0,11.5,91,42,49,53.84615384615385,9.48509485094851,-7,13.46,0.16,22.81,7.49,43.92,Q2-Stable,0.0,Dynamique,Non prioritaire
59478,QUAEDYPRE,CC des Hauts de Flandre,1108.0,8.0,54,36,18,33.33333333333333,32.49097472924188,18,8.33,0.0,17.51,5.21,31.05,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59479,QUAROUBLE,CA Valenciennes Métropole,3145.0,12.37,76,40,36,47.368421052631575,12.718600953895072,4,11.84,0.09,22.07,8.06,42.06,Q2-Stable,0.0,Dynamique,Non prioritaire
59480,QUERENAING,CA Valenciennes Métropole,865.0,5.98,13,4,9,69.23076923076923,4.624277456647399,-5,17.31,0.14,23.93,3.9,45.28,Q3-Fragilisé,3.0,Désertifié,Priorité B
59481,LE QUESNOY,CC du Pays de Mormal,4878.0,21.2,231,101,130,56.27705627705628,20.70520705207052,-29,14.07,0.29,20.23,13.81,48.4,Q4-Fragile,1.0,Précaire,Non prioritaire
59482,QUESNOY-SUR-DEULE,Métropole Européenne de Lille,6805.0,7.18,170,74,96,56.47058823529412,10.874357090374724,-22,14.12,0.25,22.49,4.68,41.54,Q2-Stable,0.0,Dynamique,Non prioritaire
59483,QUIEVELON,CA Maubeuge Val de Sambre,135.0,13.11,3,1,2,66.66666666666666,7.4074074074074066,-1,16.67,0.12,23.29,8.54,48.62,Q4-Fragile,3.0,Désertifié,Priorité B
59484,QUIEVRECHAIN,CA Valenciennes Métropole,5949.0,22.27,175,75,100,57.14285714285714,12.607160867372668,-25,14.29,0.27,22.09,14.51,51.16,Q4-Fragile,1.0,Précaire,Priorité B
59485,QUIEVY,CA du Caudrésis et du Catésis,1803.0,12.57,53,30,23,43.39622641509434,16.638935108153078,7,10.85,0.07,21.16,8.19,40.27,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59486,RACHES,CA Douaisis Agglo,2672.0,12.11,78,28,50,64.1025641025641,10.479041916167663,-22,16.03,0.25,22.58,7.89,46.75,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59487,RADINGHEM-EN-WEPPES,Métropole Européenne de Lille,1410.0,5.58,27,12,15,55.55555555555556,8.51063829787234,-3,13.89,0.13,23.04,3.64,40.69,Q1-Dynamique,3.0,Désertifié,Non prioritaire
59488,RAILLENCOURT-SAINTE-OLLE,CA de Cambrai,2127.0,16.12,63,24,39,61.90476190476191,11.283497884344149,-15,15.48,0.21,22.4,10.5,48.58,Q4-Fragile,1.0,Précaire,Non prioritaire
59489,RAIMBEAUCOURT,CA Douaisis Agglo,4000.0,12.9,100,39,61,61.0,9.75,-22,15.25,0.25,22.75,8.41,46.66,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59490,RAINSARS,CC Coeur de l'Avesnois,197.0,8.24,4,3,1,25.0,15.228426395939085,2,6.25,0.1,21.49,5.37,33.21,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59491,RAISMES,CA de la Porte du Hainaut,12199.0,25.0,353,167,186,52.69121813031161,13.689646692351833,-19,13.17,0.23,21.84,16.29,51.54,Q4-Fragile,1.0,Précaire,Priorité B
59492,RAMILLIES,CA de Cambrai,579.0,11.03,8,1,7,87.5,1.727115716753023,-6,21.88,0.15,24.6,7.19,53.81,Q4-Fragile,3.0,Désertifié,Priorité B
59493,RAMOUSIES,CC Coeur de l'Avesnois,220.0,14.29,6,2,4,66.66666666666666,9.090909090909092,-2,16.67,0.12,22.9,9.31,49.01,Q4-Fragile,3.0,Désertifié,Non prioritaire
59494,RAUCOURT-AU-BOIS,CC du Pays de Mormal,150.0,10.53,2,0,2,100.0,0.0,-2,25.0,0.12,25.0,6.86,56.99,Q4-Fragile,3.0,Désertifié,Priorité A
59495,RECQUIGNIES,CA Maubeuge Val de Sambre,2338.0,16.63,52,25,27,51.92307692307693,10.6928999144568,-2,12.98,0.12,22.53,10.84,46.48,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59496,REJET-DE-BEAULIEU,CA du Caudrésis et du Catésis,241.0,12.9,6,3,3,50.0,12.448132780082988,0,12.5,0.11,22.13,8.41,43.15,Q2-Stable,0.0,Dynamique,Non prioritaire
59497,RENESCURE,CA Coeur de Flandre,2113.0,8.78,61,33,28,45.90163934426229,15.617605300520587,5,11.48,0.08,21.4,5.72,38.68,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59498,REUMONT,CA du Caudrésis et du Catésis,337.0,13.63,15,6,9,60.0,17.80415430267062,-3,15.0,0.13,20.89,8.88,44.91,Q3-Fragilisé,0.0,Dynamique,Non prioritaire
59499,REXPOEDE,CC des Hauts de Flandre,1976.0,7.34,46,16,30,65.21739130434783,8.097165991902834,-14,16.3,0.2,23.13,4.78,44.42,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59500,RIBECOURT-LA-TOUR,CA de Cambrai,380.0,8.36,11,5,6,54.54545454545454,13.157894736842104,-1,13.64,0.12,21.97,5.45,41.17,Q2-Stable,0.0,Dynamique,Non prioritaire
59501,RIEULAY,CA Coeur d'Ostrevent,1261.0,16.12,30,17,13,43.333333333333336,13.481363996827916,4,10.83,0.09,21.89,10.5,43.32,Q2-Stable,0.0,Dynamique,Non prioritaire
59502,RIEUX-EN-CAMBRESIS,CA de Cambrai,1425.0,19.93,39,22,17,43.58974358974359,15.43859649122807,5,10.9,0.08,21.44,12.99,45.4,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59503,ROBERSART,CC du Pays de Mormal,201.0,7.07,3,1,2,66.66666666666666,4.975124378109452,-1,16.67,0.12,23.85,4.61,45.24,Q3-Fragilisé,3.0,Désertifié,Priorité B
59504,RŒULX,CA de la Porte du Hainaut,3743.0,20.2,74,24,50,67.56756756756756,6.411969008816458,-26,16.89,0.27,23.52,13.16,53.85,Q4-Fragile,1.0,Précaire,Priorité B
59505,ROMBIES-ET-MARCHIPONT,CA Valenciennes Métropole,741.0,7.48,13,8,5,38.46153846153847,10.796221322537113,3,9.62,0.09,22.51,4.87,37.09,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59506,ROMERIES,CC du Pays Solesmois,471.0,12.25,9,3,6,66.66666666666666,6.369426751592357,-3,16.67,0.13,23.53,7.98,48.31,Q4-Fragile,3.0,Désertifié,Priorité B
59507,RONCHIN,Métropole Européenne de Lille,19787.0,13.32,560,249,311,55.53571428571429,12.584019810987012,-62,13.88,0.5,22.1,8.68,45.16,Q3-Fragilisé,0.0,Dynamique,Non prioritaire
59508,RONCQ,Métropole Européenne de Lille,14075.0,8.22,556,239,317,57.01438848920864,16.980461811722915,-78,14.25,0.6,21.08,5.36,41.29,Q2-Stable,0.0,Dynamique,Non prioritaire
59509,ROOST-WARENDIN,CA Douaisis Agglo,5956.0,14.79,148,64,84,56.75675675675676,10.745466756212222,-20,14.19,0.24,22.52,9.64,46.59,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59511,ROSULT,CA de la Porte du Hainaut,2022.0,6.79,50,23,27,54.0,11.374876360039568,-4,13.5,0.14,22.38,4.42,40.44,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59512,ROUBAIX,Métropole Européenne de Lille,98286.0,27.93,5914,1967,3947,66.73993912749408,20.01302321795576,-1980,16.68,12.48,20.39,18.2,67.75,Q4-Fragile,2.0,Métropole,Priorité A
59513,ROUCOURT,CA Douaisis Agglo,456.0,9.36,5,4,1,20.0,8.771929824561402,3,5.0,0.09,22.98,6.1,34.17,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59514,ROUSIES,CA Maubeuge Val de Sambre,3980.0,16.86,125,59,66,52.8,14.824120603015077,-7,13.2,0.16,21.58,10.99,45.92,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59515,ROUVIGNIES,CA Valenciennes Métropole,655.0,16.62,22,10,12,54.54545454545454,15.267175572519085,-2,13.64,0.12,21.48,10.83,46.07,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59516,RUBROUCK,CA Coeur de Flandre,899.0,5.51,19,12,7,36.84210526315789,13.348164627363737,5,9.21,0.08,21.92,3.59,34.8,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59517,LES RUES-DES-VIGNES,CA de Cambrai,737.0,11.7,13,7,6,46.15384615384615,9.49796472184532,1,11.54,0.11,22.81,7.62,42.08,Q2-Stable,0.0,Dynamique,Non prioritaire
59518,RUESNES,CC du Pays de Mormal,448.0,7.13,8,4,4,50.0,8.928571428571429,0,12.5,0.11,22.94,4.65,40.2,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59519,RUMEGIES,CA de la Porte du Hainaut,1722.0,6.12,56,21,35,62.5,12.195121951219512,-14,15.62,0.2,22.19,3.99,42.0,Q2-Stable,3.0,Désertifié,Non prioritaire
59520,RUMILLY-EN-CAMBRESIS,CA de Cambrai,1431.0,12.7,29,9,20,68.96551724137932,6.289308176100628,-11,17.24,0.18,23.55,8.27,49.25,Q4-Fragile,3.0,Désertifié,Priorité B
59521,SAILLY-LEZ-CAMBRAI,CA de Cambrai,409.0,11.96,7,5,2,28.57142857142857,12.224938875305623,3,7.14,0.09,22.18,7.79,37.21,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59522,SAILLY-LEZ-LANNOY,Métropole Européenne de Lille,1923.0,5.77,41,18,23,56.09756097560976,9.3603744149766,-5,14.02,0.14,22.84,3.76,40.77,Q1-Dynamique,3.0,Désertifié,Non prioritaire
59523,SAINGHIN-EN-MELANTOIS,Métropole Européenne de Lille,2840.0,5.96,90,28,62,68.88888888888889,9.859154929577466,-34,17.22,0.32,22.73,3.88,44.16,Q2-Stable,3.0,Désertifié,Non prioritaire
59524,SAINGHIN-EN-WEPPES,Métropole Européenne de Lille,5638.0,8.46,128,42,86,67.1875,7.449450159631075,-44,16.8,0.39,23.28,5.51,45.98,Q3-Fragilisé,3.0,Désertifié,Priorité B
59525,SAINS-DU-NORD,CC Coeur de l'Avesnois,2755.0,26.61,83,30,53,63.85542168674698,10.88929219600726,-23,15.96,0.26,22.49,17.34,56.05,Q4-Fragile,1.0,Précaire,Priorité B
59526,SAINT-AMAND-LES-EAUX,CA de la Porte du Hainaut,15974.0,14.52,641,271,370,57.72230889235569,16.96506823588331,-99,14.43,0.73,21.09,9.46,45.71,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59527,SAINT-ANDRE-LEZ-LILLE,Métropole Européenne de Lille,13233.0,10.26,436,168,268,61.46788990825688,12.695533892541372,-100,15.37,0.74,22.07,6.68,44.86,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59528,SAINT-AUBERT,CA du Caudrésis et du Catésis,1570.0,15.0,47,23,24,51.06382978723404,14.64968152866242,-1,12.77,0.12,21.62,9.77,44.28,Q3-Fragilisé,0.0,Dynamique,Non prioritaire
59529,SAINT-AUBIN,CC Coeur de l'Avesnois,328.0,7.84,3,1,2,66.66666666666666,3.048780487804878,-1,16.67,0.12,24.3,5.11,46.19,Q3-Fragilisé,3.0,Désertifié,Priorité B
59530,SAINT-AYBERT,CA Valenciennes Métropole,328.0,8.89,6,2,4,66.66666666666666,6.097560975609756,-2,16.67,0.12,23.59,5.79,46.18,Q3-Fragilisé,3.0,Désertifié,Priorité B
59531,SAINT-BENIN,CA du Caudrésis et du Catésis,343.0,15.76,6,1,5,83.33333333333334,2.915451895043732,-4,20.83,0.14,24.33,10.27,55.57,Q4-Fragile,3.0,Désertifié,Priorité B
59532,SAINT GEORGES SUR L'AA,CU de Dunkerque,287.0,9.14,5,2,3,60.0,6.968641114982579,-1,15.0,0.12,23.39,5.96,44.47,Q3-Fragilisé,3.0,Désertifié,Priorité B
59533,SAINT-HILAIRE-LEZ-CAMBRAI,CA du Caudrésis et du Catésis,1558.0,14.18,49,14,35,71.42857142857143,8.985879332477534,-21,17.86,0.24,22.93,9.24,50.27,Q4-Fragile,3.0,Désertifié,Priorité B
59534,SAINT-HILAIRE-SUR-HELPE,CC Coeur de l'Avesnois,733.0,10.94,18,9,9,50.0,12.278308321964529,0,12.5,0.11,22.17,7.13,41.91,Q2-Stable,0.0,Dynamique,Non prioritaire
59535,SAINT-JANS-CAPPEL,CA Coeur de Flandre,1598.0,5.79,55,21,34,61.81818181818181,13.141426783479348,-13,15.45,0.19,21.97,3.77,41.39,Q2-Stable,3.0,Désertifié,Non prioritaire
59536,SAINTE-MARIE-CAPPEL,CA Coeur de Flandre,825.0,4.36,26,11,15,57.692307692307686,13.333333333333334,-4,14.42,0.14,21.93,2.84,39.33,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59537,SAINT-MARTIN-SUR-ECAILLON,CC du Pays Solesmois,483.0,11.0,7,3,4,57.14285714285714,6.211180124223603,-1,14.29,0.12,23.57,7.17,45.14,Q3-Fragilisé,3.0,Désertifié,Priorité B
59538,SAINT-MOMELIN,CC des Hauts de Flandre,410.0,21.67,7,2,5,71.42857142857143,4.878048780487805,-3,17.86,0.13,23.88,14.12,55.98,Q4-Fragile,1.0,Précaire,Priorité B
59539,SAINT-PIERRE-BROUCK,CC des Hauts de Flandre,989.0,7.95,27,14,13,48.14814814814815,14.155712841253791,1,12.04,0.11,21.74,5.18,39.06,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59541,SAINT-PYTHON,CC du Pays Solesmois,978.0,14.32,26,12,14,53.84615384615385,12.269938650306749,-2,13.46,0.12,22.17,9.33,45.09,Q3-Fragilisé,0.0,Dynamique,Non prioritaire
