code_commune,nom_commune,epci_siren,epci_nom,epci_type,population,taux_chomage,revenu_median,total_etablissements,nb_actifs,nb_fermes,taux_mortalite,densite_commerciale
59655,WEMAERS-CAPPEL,200040947,CA Coeur de Flandre,CA,225.0,5.83,,6,2,4,66.66666666666666,8.88888888888889
59656,WERVICQ-SUD,200093201,Métropole Européenne de Lille,METRO,5426.0,12.41,8810.0,161,66,95,59.006211180124225,12.163656468853667
59657,WEST-CAPPEL,200040954,CC des Hauts de Flandre,CC,644.0,5.87,,16,9,7,43.75,13.975155279503106
59658,WICRES,200093201,Métropole Européenne de Lille,METRO,581.0,7.63,,12,8,4,33.33333333333333,13.769363166953529
59659,WIGNEHIES,200043404,CC du Sud Avesnois,CC,2804.0,21.24,6100.0,92,34,58,63.04347826086957,12.125534950071328
59660,WILLEMS,200093201,Métropole Européenne de Lille,METRO,2941.0,8.66,9710.0,70,29,41,58.57142857142858,9.86059163549813
59661,WILLIES,200043404,CC du Sud Avesnois,CC,128.0,15.38,,1,0,1,100.0,0.0
59662,WINNEZEELE,200040947,CA Coeur de Flandre,CA,1261.0,6.75,,20,11,9,45.0,8.72323552735924
59663,WORMHOUT,200040954,CC des Hauts de Flandre,CC,5584.0,10.23,10270.0,193,80,113,58.549222797927456,14.326647564469916
59664,WULVERDINGHE,200040954,CC des Hauts de Flandre,CC,334.0,6.3,,6,1,5,83.33333333333334,2.994011976047904
59665,WYLDER,200040954,CC des Hauts de Flandre,CC,298.0,10.56,,5,2,3,60.0,6.7114093959731544
59666,ZEGERSCAPPEL,200040954,CC des Hauts de Flandre,CC,1562.0,10.35,,46,20,26,56.52173913043478,12.804097311139564
59667,ZERMEZEELE,200040947,CA Coeur de Flandre,CA,252.0,7.58,,3,2,1,33.33333333333333,7.936507936507937
59668,ZUYDCOOTE,245900428,CU de Dunkerque,CU,1630.0,9.85,,28,15,13,46.42857142857143,9.202453987730062
59669,ZUYTPEENE,200040947,CA Coeur de Flandre,CA,557.0,7.59,,12,5,7,58.333333333333336,8.97666068222621
59670,DON,200093201,Métropole Européenne de Lille,METRO,1387.0,7.22,,31,15,16,51.61290322580645,10.814708002883922
